timestamp,ldr1,ldr2,ldr3,ldr4,voltage,current,power,servo1 angle,servo2 angle
2024-08-02T01:40:54.362704,156.0,55.0,88.0,186.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:41:04.628010,155.0,55.0,86.0,185.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:41:09.803300,146.0,53.0,83.0,187.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:41:20.067524,145.0,53.0,82.0,188.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:41:30.326976,147.0,53.0,84.0,189.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:41:35.477514,146.0,54.0,80.0,189.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:41:45.734751,152.0,54.0,84.0,190.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:41:50.884708,157.0,55.0,85.0,194.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:42:01.151256,152.0,54.0,98.0,191.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:42:11.415785,148.0,54.0,97.0,189.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:42:16.562542,148.0,55.0,97.0,185.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:42:26.826198,152.0,55.0,99.0,184.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:42:37.093589,157.0,54.0,98.0,186.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:42:42.245404,157.0,55.0,99.0,186.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:42:52.512805,158.0,55.0,99.0,186.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:42:57.664202,156.0,55.0,96.0,188.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:43:07.929892,156.0,56.0,95.0,190.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:43:13.074539,153.0,55.0,95.0,190.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:43:23.331219,150.0,54.0,95.0,190.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:43:33.593611,146.0,53.0,94.0,189.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:43:38.743954,147.0,53.0,94.0,191.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:43:49.002535,147.0,53.0,95.0,190.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:43:54.142309,147.0,54.0,95.0,191.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:44:04.407588,145.0,54.0,95.0,191.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:44:14.666535,148.0,54.0,95.0,191.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:44:19.816673,145.0,53.0,94.0,190.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:44:30.080532,146.0,53.0,95.0,191.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:44:40.345254,154.0,55.0,97.0,195.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:44:45.493869,156.0,55.0,97.0,195.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:44:55.763276,156.0,56.0,97.0,194.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:45:00.911357,153.0,54.0,97.0,192.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:45:11.179373,155.0,55.0,96.0,194.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:45:21.441074,149.0,55.0,94.0,192.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:45:26.590630,152.0,54.0,94.0,192.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:45:31.741063,155.0,55.0,94.0,194.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:45:41.794885,147.0,53.0,93.0,191.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:45:52.051919,154.0,53.0,94.0,194.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:45:57.203846,156.0,56.0,92.0,195.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:46:07.462270,149.0,54.0,91.0,192.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:46:12.606156,154.0,55.0,89.0,194.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:46:22.868795,156.0,56.0,90.0,195.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:46:33.133937,157.0,56.0,88.0,194.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:46:38.278047,155.0,55.0,87.0,195.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:46:48.538450,157.0,55.0,88.0,195.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:46:53.684858,155.0,56.0,89.0,195.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:47:03.949089,154.0,55.0,88.0,194.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:47:14.215744,154.0,55.0,88.0,194.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:47:19.354429,156.0,56.0,87.0,195.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:47:29.613668,157.0,56.0,88.0,196.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:47:39.882595,158.0,56.0,84.0,197.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:47:50.152945,157.0,56.0,88.0,196.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:47:55.299518,153.0,55.0,85.0,193.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:48:05.566357,145.0,54.0,81.0,191.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:48:10.710466,147.0,54.0,83.0,192.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:48:20.983261,150.0,55.0,84.0,193.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:48:31.247995,156.0,55.0,85.0,196.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:48:36.400812,158.0,56.0,85.0,196.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:48:46.657053,157.0,56.0,87.0,196.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:48:51.801558,158.0,56.0,85.0,196.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:49:02.062010,157.0,56.0,79.0,196.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:49:12.332865,151.0,54.0,80.0,193.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:49:17.483787,146.0,53.0,79.0,191.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:49:27.757207,149.0,54.0,84.0,192.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:49:38.024130,149.0,54.0,85.0,192.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:49:43.171375,146.0,54.0,85.0,190.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:49:53.434941,146.0,54.0,86.0,190.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:49:58.582773,151.0,55.0,88.0,192.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:50:08.842031,158.0,56.0,90.0,195.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:50:19.112824,145.0,53.0,87.0,190.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:50:24.253485,154.0,55.0,99.0,192.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:50:34.520135,159.0,56.0,100.0,194.0,0.44,0.12,0.05,121.45652770996094,21.456523895263672
2024-08-02T01:50:44.768973,153.0,55.0,95.0,191.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:50:49.917937,146.0,55.0,95.0,188.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:51:00.178077,150.0,54.0,96.0,190.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:51:05.325898,155.0,56.0,95.0,191.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:51:15.588679,158.0,57.0,97.0,193.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:51:20.736972,155.0,56.0,95.0,190.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:51:30.784515,146.0,51.0,84.0,186.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:51:35.932206,156.0,58.0,84.0,189.0,0.49,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:51:46.190526,147.0,53.0,82.0,186.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:51:51.343367,145.0,53.0,84.0,181.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:52:01.601217,149.0,54.0,84.0,184.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:52:11.857060,149.0,55.0,84.0,182.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:52:17.004677,151.0,54.0,84.0,182.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:52:27.268343,156.0,57.0,85.0,183.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:52:37.532569,148.0,54.0,83.0,180.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:52:42.676112,155.0,56.0,84.0,180.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:52:52.938963,149.0,54.0,83.0,181.0,0.27,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:53:03.202450,148.0,54.0,83.0,181.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:53:08.349061,155.0,56.0,85.0,188.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:53:18.621802,156.0,55.0,85.0,192.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:53:23.771269,152.0,57.0,85.0,192.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:53:34.034146,155.0,53.0,85.0,193.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:53:44.290708,157.0,55.0,85.0,195.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:53:49.429471,149.0,54.0,84.0,191.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:53:59.698117,155.0,55.0,85.0,193.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:54:09.947945,146.0,53.0,83.0,190.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:54:15.099447,146.0,55.0,84.0,190.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:54:25.355016,147.0,53.0,84.0,191.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:54:30.501143,158.0,56.0,85.0,195.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:54:40.762816,158.0,56.0,85.0,196.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:54:51.026354,154.0,55.0,84.0,193.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:54:56.170868,148.0,54.0,84.0,191.0,0.39,0.09,0.04,121.45652770996094,21.456523895263672
2024-08-02T01:55:06.437762,155.0,55.0,85.0,194.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:55:11.587844,148.0,53.0,84.0,192.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:55:21.833742,155.0,57.0,86.0,195.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:55:32.098691,158.0,56.0,88.0,196.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:55:37.246745,153.0,55.0,88.0,195.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:55:47.512644,150.0,55.0,87.0,192.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:55:57.781117,150.0,54.0,86.0,192.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:56:02.928735,152.0,55.0,86.0,194.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:56:13.190400,157.0,56.0,85.0,201.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:56:18.339539,155.0,55.0,86.0,197.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:56:28.599787,147.0,52.0,87.0,193.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:56:38.859220,157.0,56.0,88.0,195.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:56:49.126818,151.0,55.0,87.0,193.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:56:54.276525,147.0,53.0,87.0,192.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:57:04.541127,152.0,53.0,88.0,194.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:57:09.683971,156.0,56.0,87.0,196.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:57:14.823202,148.0,54.0,85.0,192.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:57:24.874144,146.0,54.0,86.0,191.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:57:35.135765,154.0,54.0,86.0,194.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:57:40.284176,156.0,56.0,87.0,196.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:57:50.543767,158.0,56.0,87.0,196.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:58:00.797086,153.0,54.0,86.0,194.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:58:05.946270,148.0,53.0,86.0,193.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:58:16.197321,157.0,56.0,88.0,196.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:58:21.330916,147.0,54.0,85.0,191.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:58:31.579362,146.0,53.0,86.0,191.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:58:41.823367,157.0,56.0,88.0,195.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:58:46.968512,150.0,53.0,85.0,192.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:58:57.221596,148.0,54.0,87.0,192.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:59:07.471431,159.0,56.0,87.0,196.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:59:12.610497,146.0,54.0,86.0,191.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
